Latitude,Longitude,Anomalies
90,-180,0.154
90,-90,0.154
90,0,0.154
90,90,0.154
90,180,0.154
60,-180,-0.14
60,-90,-0.14
60,0,-0.14
60,90,-0.14
60,180,-0.14
30,-180,-0.214
30,-90,-0.214
30,0,-0.214
30,90,-0.214
30,180,-0.214
0,-180,-0.219
0,-90,-0.219
0,0,-0.219
0,90,-0.219
0,180,-0.219
-30,-180,-0.29
-30,-90,-0.29
-30,0,-0.29
-30,90,-0.29
-30,180,-0.29
-60,-180,-0.437
-60,-90,-0.437
-60,0,-0.437
-60,90,-0.437
-60,180,-0.437
-90,-180,-0.934
-90,-90,-0.934
-90,0,-0.934
-90,90,-0.934
-90,180,-0.934
